code,name,city
VDP,Valle De Pascua,Valle de La Pascua
VDR,Villa Dolores,Villa Dolores
VDS,Vadso Airport,Vadso
VDU,Tom O'Connor Oilfield,Refugio
VDY,Jindal,Sandur
VDZ,Valdez Municipal Airport,Valdez
VEE,Venetie,Eielson Air Force Base
VEG,Maikwak,Mahdia
VEL,Vernal Regional Airport,Naples
VER,Veracruz International Airport,Hacienda Sotavento
VEV,Barakoma,Buala
VEX,Tioga Municipal Airport,Mansfield
VEY,Vestmannaeyjar,Vestmannaeyjar
VFA,Victoria Falls Airport,Victoria Falls
VGA,Vijayawada Airport,Gannavaram
VGD,Vologda Airport,Vologda
VGG,Vangrieng,Tolga
VGO,Vigo Airport,Redondela
VGS,General Villegas,General Villegas
VGT,North Air Terminal,Paradise
VGZ,Villagarzon,Villagarzon
VHC,Saurimo,Saurimo
VHM,Vilhelmina Airport,Vilhelmina
VHN,Culberson County,Van Horn
VHV,Verhnevilyuisk,Verkhnevilyuysk
VHY,Charmeil,Creuzier-le-Vieux
VIA,Vienna,Videira
VIB,Villa Constitucion,Ciudad Constitucion
VIE,Vienna International Airport,Fischamend Dorf
VIF,Vieste,Vieste
VIG,El Vigia,El Vigia
VIH,Rolla National,Belle
VII,Vinh Airport,Hung Nguyen
VIJ,Virgin Gorda Airport,Tortola
VIL,Dakhla Airport,Dakhla
VIN,Havryshivka Vinnytsia International Airport,Vinnytsya
VIQ,Viqueque,Viqueque
VIR,Virginia,Durban
VIS,Visalia,Goshen
VIT,Vitoria Airport,Salvatierra
VIU,Viru Harbour Airstrip,Gizo
VIX,Eurico de Aguiar Salles Airport,Vila Velha
VIY,Villa Coublay,Velizy-Villacoublay
VJB,Xai Xai,Xai-Xai
VJI,Virginia Highlands,Abingdon
VJQ,Gurue,Mutuali
VKG,Rach Gia Airport,Rach Gia
VKO,Vnukovo Airport,Vnukovo
VKS,Vicksburg,Vicksburg
VKT,Vorkuta Airport,Vorkuta
VLA,Vandalia,Vandalia
VLD,Valdosta Regional Airport,Valdosta
VLE,J t Robidoux,Grand Canyon Village
VLG,Villa Gesell,Mar del Plata
VLK,Volgodonsk,Tsimlyansk
VLL,Valladolid Airport,Villanubla
VLM,Villamontes,Villamontes
VLN,Arturo Michelena International Airport,Los Guayos
VLO,Stolport,Vallejo
VLP,Vila Rica,Conceicao do Araguaia
VLR,Vallenar,Vallenar
VLS,Valesdir,Port-Vila
VLU,Velikiye Luki,Velikiye Luki
VLV,Carvajal,Valera
VLY,Anglesey Airport,Valley
VME,Villa Mercedes,Villa Mercedes
VMI,INC,Porto Murtinho
VNA,Saravane,Salavan
VNC,Venice Municipalcipal,South Venice
VND,Vangaindrano,Vangaindrano
VNE,Meucon,Vannes
VNG,Viengxay,Vangviang
VNO,Vilnius International Airport,Naujamiestis
VNS,Lal Bahadur Shastri International Airport,Baragaon
VNT,Ventspils,Khandbari
VNX,Vilanculos Airport,Maxixe
VNY,Van Nuys Airport,Northridge
VOG,Volgograd International Airport,Gumrak
VOH,Vohemar,Sambava
VOI,Voinjama,Voinjama
VOK,Volk Field,New Lisbon
VOL,Nea Anchialos,Nea Ionia
VOT,Votuporanga,Votuporanga
VOZ,Voronezh Airport,Podgornoye
VPE,Ondjiva,Ondjiva
VPG,Vipingo,Takaungu
VPN,Vopnafjordur,Egilsstadir
VPS,Destin Fort Walton Beach Airport,Eglin Village
VPY,Chimoio Airport,Chimoio
VPZ,Porter County,Valparaiso
VQQ,Cecil Field,Jacksonville
VQS,Antonio Rivera Rodriguez Airport,Esperanza
VRA,Juan Gualberto Gomez Airport,Matanzas
VRB,Vero Beach Municipal Airport,Vero Beach
VRC,Virac Airport,Calatagan
VRE,Vredendal,Vredendal
VRI,Varandey,Parma
VRK,Varkaus,Varkaus
VRL,Vila Real Airport,Vila Real
VRN,Verona Villafranca Airport,Dossobuono
VRO,Kawama,Varadero
VRS,Versailles,Versailles
VRU,Vryburg,Vryburg
VRY,Stolport (Not operational),Sorland
VRZ,Lavras Airport,Lavras
VSA,Carlos Rovirosa Perez International Airport,El Bajio
VSE,Viseu Airport,Viseu
VSF,State,Springfield
VSG,Lugansk,Luhansk
VSK,Vista Field,Kennewick
VSO,Phuoclong,Thi Tran Phuoc Long
VST,Vasteras/Hasslo Airport,Vasteras
VTA,Victoria,Las Vegas
VTB,Vitebsk,Vitebsk
VTE,Wattay International Airport,Si Chiang Mai
VTF,Vatulele,Nadi
VTG,Vung Tau,Vung Tau
VTL,Vittel,Vittel
VTM,Nevatim AFB,Dimona
VTN,Miller Field,Valentine
VTU,Las Tunas,Las Tunas
VTZ,Vishakhapatnam Airport,Gajuwaka
VUP,Valledupar Airport,Valledupar
VUS,Velikij Ustyug Airport,Velikiy Ustyug
VUU,Mvuu Camp,Blantyre
VVB,Mahanoro,Mahanoro
VVC,La Vanguardia Airport,Villavicencio
VVI,Viru Viru International Airport,La Belgica
VVK,Vastervik,Vaestervik
VVN,Malvinas,Pangoa
VVO,Vladivostok International Airport,Artem
VVZ,Illizi Airport,Illizi
VXC,Lichinga Airport,Lichinga
VXE,Cesaria Evora International Airport,Mindelo
VXO,Vaxjo Airport,Vaexjoe
VYD,Vryheid,Vryheid
VYI,Vilyuisk,Vilyuysk
VYS,Illinois Valley Regnl,Peru
WAC,Waca,Areka
WAE,Wadi Ad Dawasir Airport,As Sulayyil
WAF,Wana,Wana
WAG,Wanganui Airport,Wanganui
WAH,Wahpeton,Wahpeton
WAK,Ankazoabo,Ankazoabo
WAL,Wallops Flight Center,Chincoteague
WAM,Ambatondrazaka,Ambatondrazaka
WAO,Wabo,Ihu
WAP,Alto Palena,Palena
WAR,Waris,Banda
WAT,Waterford,Waterford
WAU,Wauchope,Port Macquarie
WAW,Frederic Chopin Airport,Wlochy
WAX,Zuwarah,Zuwarah
WAY,Greene County,Waynesboro
WAZ,Warwick,Warwick
WBA,Wahai,Wahai
WBE,Bealanana,Bealanana
WBG,Schleswig-jagel,Jagel
WBK,Community,West Branch
WBN,Cummings Park,Woburn
WBQ,Beaver,Fairbanks
WBR,Big Rapids,Big Rapids
WBW,Wilkes-Barre/Wyoming Valley,Wilkes-Barre
WCA,Gamboa,Castro
WCD,Carosue Dam Airport,Stoneville
WCH,Chaiten,Chaiten
WCR,Chandalar,Ester
WDA,Wadi Ain,Al Hajab
WDG,Enid Woodring Mun.,Enid
WDI,Wondai,Wondai
WDR,Winder,Winder
WDS,Shiyan Wudangshan Airport,Luancheng
WDY,Kodiak Fss,Kodiak
WEA,Parker County,Weatherford
WEF,Weifang Airport,Weifang
WEH,Weihai International Airport,Dashuipo
WEI,Weipa Airport,Weipa
WEL,Welkom,Welkom
WEP,Weam,Kwikila
WES,Weasua Airport,Bopolu
WET,Wagethe,Bomomani
WEW,Wee Waa,Narrabri
WFD,Woodford,Adlington
WFI,Fianarantsoa,Fianarantsoa
WFK,Frenchville,Madawaska
WGA,Wagga Wagga Airport,Forest Hill
WGB,Bahawalnagar,Bahawalnagar
WGC,Warangal,Warangal
WGE,Walgett,Lightning Ridge
WGN,Waitangi,Dargaville
WGO,Winchester Regional,Winchester
WGP,Waingapu Airport,Mangga Dua
WGT,Wangaratta,Wangaratta
WGY,Wagny,Acurenam
WHA,Wuhu Xuanzhou Airport,Xinfeng
WHB,Eliwana Airport,Eliwana
WHF,Wadi Halfa,Abu Sunbul
WHK,Whakatane Airport,Whakatane
WHL,Welshpool,Morwell
WHO,Franz Josef,Hokitika
WHP,Whiteman,Los Angeles
WHS,Whalsay,Shetland
WHT,Wharton,Wharton
WHU,Wuhu,Jinghu
WIB,Wilbarger County,Pekanbaru
WIC,Wick Airport,Wick
WIE,Air Base,Wiesbaden
WIK,Surfdale,Pakuranga
WIL,Wilson Airport,Nairobi
WIN,Winton Airport,Hughenden
WIO,Wilcannia,Broken Hill
WIR,Wairoa,Wairoa
WIU,Witu,Kimbe
WJA,Woja,Airuk
WJF,William J Fox,Lancaster
WJR,Wajir Airport,Wajir
WJU,Wonju Airport,Wonju
WKA,Wanaka,Wanaka
WKB,Warracknabeal,Horsham
WKF,Waterkloof AFB,Colesberg
WKI,Hwange,Hwange
WKJ,Hokkaido Airport,Makubetsu
WKL,Waikoloa Airport,Kalaoa
WKN,Wakunai,Arawa
WKR,Walker's Cay,High Rock
WLC,Walcha,Enmore
WLD,Arkansas City,Winfield
WLE,Miles Airport,Westcourt
WLG,Wellington International Airport,Wellington
WLH,Walaha,Saratamata
WLL,Wollogorang,Mount Isa
WLM,Waltham,Waltham
WLP,West Angelas Airport,Tom Price
WLS,Wallis Island Airport,Mata-Utu
WLW,Glenn County,Rancho Tehama Reserve
WMA,Mandritsara,Antsirabe Afovoany
WMB,Warrnambool,Warrnambool
WMC,Winnemucca,Winnemucca
WMD,Mandabe,Beroroha
WMH,Mountain Home,Mountain Home
WMI,Warsaw-Modlin Airport,Zakroczym
WMN,Maroantsetra,Maroantsetra
WMO,White Mountain Airport,Nome
WMP,Mampikony,Tsaratanana
WMR,Mananara,Mananara
WMT,Zunyi Maotai Airport,Daba
WMV,Madirovalo,Ambato Boeny
WMX,Wamena Airport,Wurigelebur
WNE,Wora Na Ye,Omboue
WNH,Wenshan Puzhehei Airport,Wenshan City
WNI,Matahora Airport,Katabu
WNP,Naga Airport,San Agustin
WNS,Nawabshah,Nawabshah
WNU,Wanuma,Madang
WNZ,Wenzhou Longwan International Airport,Qidu
WOD,Wood River,Wood River
WOE,Woensdrecht,Woensdrecht
WOK,Wonken,Santa Elena de Uairen
WOL,Wollongong,Albion Park Rail
WOT,Wonan,Ma-kung
WOW,Willow,Willow
WPA,Puerto Aisen,Puerto Aisen
WPB,Port Berge,Antsohihy
WPK,Wrotham Park,Mareeba
WPO,North Fork Valley,Paonia
WPR,Porvenir,Punta Arenas
WPU,Puerto Williams,Ushuaia
WRA,Warder,Dhuusamarreeb
WRB,Robins AFB,Centerville
WRE,Whangarei Airport,Whangarei
WRI,Mc Guire AFB,Groveville
WRL,Worland Municipalcipal,Worland
WRN,Windarling Airport,Merredin
WRO,Wroclaw Airport,Smolec
WRT,Warton Aerodrome,Warton
WRW,Warrawagine,Port Hedland
WRY,Westray Airport,Kirkwall
WRZ,Wirawila,Tangalla
WSA,Wasua,Daru
WSB,SPB,Virginia City
WSD,Condron AAF,White Sands
WSF,Sarichef,Akutan
WSG,County,Washington
WSH,Brookhaven,Mastic Beach
WSJ,San Juan SPB,Kodiak Station
WSK,Chongqing Wushan Airport,Quchi
WSM,Wiseman,Nuiqsut
WSN,South Naknek,Dillingham
WSO,Washabo,Skeldon
WSP,Waspam,Waspam
WSR,Wasior,Wasior
WST,Westerly State,Westerly
WSU,Wasu,Lae
WSX,Westsound,Friday Harbor
WSY,Whitsunday Airstrip,Proserpine
WSZ,Westport Airport,Westport
WTA,Tambohorano,Maintirano
WTB,Toowoomba Wellcamp Airport,Westbrook
WTD,West End,West End
WTE,Wotje Island,Wotje
WTK,Noatak,Kotzebue
WTN,Waddington RAF Station,Waddington
WTO,Wotho Island,Wotho
WTP,Woitape,Kokoda
WTR,White River,Whiteriver
WTS,Tsiroanomandidy,Tsiroanomandidy
WTT,Wantoat,Kainantu
WTZ,Whitianga,Whitianga
WUA,Wuhai Airport,Wuhai
WUD,Wudinna,Caralue
WUI,Murrin Murrin Airport,Kalgoorlie
WUM,Wasum,Kandrian
WUS,Wuyishan Airport,Xingtian
WUT,Xinzhou Wutaishan Airport,Jinchang
WUU,Wau,Wau
WUV,Wuvulu Island,Aitape
WUX,Sunan Shuofang International Airport,Shuofang
WUZ,Changzhoudao,Longxu
WVB,Rooikop Airport,Walvis Bay
WVI,Watsonville,Watsonville
WVK,Manakara,Manakara
WVL,Robert Lafleur,Oakland
WVN,Wilhelmshaven,Wilhelmshaven
WWA,Wasilla,Wasilla
WWD,Cape May County,Erma
WWK,Boram Airport,Wewak
WWP,Whale Pass,Petersburg
WWR,West Woodward,Woodward
WWT,Newtok,Hooper Bay
WWY,West Wyalong,West Wyalong
WXN,Wanxian Airport,Wuqiao
WYA,Whyalla Airport,Whyalla
WYE,Yengema,Motema
WYN,Wyndham,Kununurra
WYS,Yellowstone Airport,West Yellowstone
WZA,Wa Airport,Wa
WZQ,Urad Middle Banner,Haliut
WZY,Paradise Island Seaplane Base,Nassau
XAA,Yerevan Stadium,Yerevan
XAI,Xinyang Minggang Airport,Minggang
XAL,Alamos,Alamos
XAP,Chapeco Airport,Chapeco
XAR,Aribinda,Deou
XAU,Saul,Camopi
XAY,Xayabury,Con Cuong
XBG,Bogande,Bogande
XBJ,Birjand Airport,Birjand
XBL,Buno Bedelle,Bedele
XBN,Biniguni,Alotau
XBO,Boulsa,Boulsa
XBR,Brockville,Brockville
XBW,Killineq,Aylmer
XCH,Christmas Island Airport,Flying Fish Cove
XCM,Chatham,Walpole Island
XCN,Coron Airport,Coron
XCO,Colac,Colac
XCR,Chalons Vatry Airport,Mailly-le-Camp
XDE,Diebougou,Diebougou
XDJ,Djibo,Djibo
XEN,Xingcheng,Kuancheng
XEQ,Harbour,Nanortalik
XES,Lake Geneva Aire Estates Airport,Lake Geneva
XEX,Aerogare,Torcy
XFN,Xiangyang Airport,Shuanggou
XFW,Hamburg Finkenwerder Airport,Isernhagen Farster Bauerschaft
XFZ,Charny,Breakeyville
XGA,Gaoua,Gaoua
XGG,Gorom-Gorom,Gorom-Gorom
XGN,Xangongo,Outapi
XHN,"Guillemins, Raiway Stn",Liege
XIC,Xichang Airport,Xichang
XIE,Xienglom,Chaloem Phra Kiat
XIG,Xinguara,Sao Geraldo do Araguaia
XIJ,Ahmed Al Jaber,Al Ahmadi
XIL,Xilinhot Airport,Xilin Hot
XIN,Xingning,Shejiang
XIQ,Harbour,Ilulissat
XIY,Xianyang International Airport,Dizhang
XJD,Al Udeid AB,Ar Rayyan
XJH,Hong Kong Harbour,Wan Chai
XJM,Mangla Airport,Jhelum
XKA,Kantchari,Diapaga
XKH,Xieng Khouang Airport,Muang Phonsavan
XKY,Kaya,Kaya
XLO,Long Xuyen,Lap Vo
XLS,St Louis,Saint-Louis
XLU,Leo,Leo
XLW,Lemwerder,Lemwerder
XMA,Maramag,Maramag
XMC,Mallacoota,Eden
XMD,Madison,Madison
XMG,Mahendranagar,Banbasa
XMH,Manihi,Tiarei
XMI,Masasi,Masasi
XML,Minlaton,Honiton
XMN,Xiamen Gaoqi International Airport,Yingcun
XMS,Macas,Macas
XMY,Yam Island,Thursday Island
XNA,Northwest Arkansas Regional,Cave Springs
XNG,Quang Ngai,Quang Ngai
XNH,Nasiriyah Airport,An Nasiriyah
XNN,Xining Caojiabao Airport,Gaozhai
XNT,Xingtai,Xingtai
XNU,Nouna,Nouna
XNY,39th Street Ferry,Weehawken
XPA,Pama,Pama
XPL,Coronel Enrique Soto Cano AB,Comayagua
XPR,Pine Ridge,Pine Ridge
XPU,West Kuparuk,Prudhoe Bay
XPZ,Harbour,Saint-Tropez
XQP,Quepos Airport,Quepos
XQU,Qualicum,Parksville
XRH,Richmond AFB,Richmond
XRQ,Xinbarag Youqi Baogede Airport,Hulun
XSC,International,Cockburn Town
XSD,Test Range,Tonopah
XSE,Sebba,Sebba
XSM,St Marys,Leonardtown
XSO,Siocon,Siocon
XTG,Thargomindah,Bourke
XTO,Taroom,Taroom
XTR,Tara,Chinchilla
XTT,Etoile,Paris
XUZ,Xuzhou Guanyin Airport,Suicheng
XVL,Vinh Long,Vinh Long
XWA,Williston Basin International Airport,Williston
XWZ,Nykoping,Nykoping
XXK,Katrineholm,Katrineholm
XYA,Yandina,Honiara
XYE,Ye,Sangkhla Buri
XYR,Yellow River,Ubrub
XZA,Zabre,Po
YAF,Asbestos Hill,Asbestos
YAG,Fort Frances Municipal Airport,International Falls
YAI,Chillan,Chillan
YAM,Sault Ste. Marie Airport,Sault Ste. Marie
YAN,Yangambi,Yangambi
YAO,Yaounde Airport,Yaounde
YAP,Yap International Airport,Colonia
YAR,Lagrande 3,Chapais
YAS,Yasawa Island,Ba
YAW,Shearwater,Dartmouth
YAY,St Anthony,Lewisporte
YBA,Banff,Banff
YBC,Baie-Comeau Airport,Baie-Comeau
YBD,New Westminster,New Westminster
YBN,Borden,Summerside
YBO,Bob Quinn Lake,Ketchikan
YBP,Yibin Caiba Airport,Yibin
YBR,Brandon Municipal Airport,Brandon
YBY,Bonnyville,Bonnyville
YCC,Regional,Cornwall
YCE,Centralia,South Huron
YCG,Castlegar Airport,Castlegar
YCH,Miramichi,Miramichi
YCL,Charlo,Carleton-sur-Mer
YCM,Niagara District Airport,Niagara-on-the-Lake
YCT,Coronation,Hanna
YCU,Yuncheng Airport,Yuncheng
YCW,Chilliwack Municipalcipal Airport,Chilliwack
YCZ,Fairmont Hot Springs,Invermere
YDC,Industrial Airport,Drayton Valley
YDG,Digby,Digby
YDN,Dauphin,Dauphin
YDO,St Methode,Dolbeau-Mistassini
YDQ,Dawson Creek,Dawson Creek
YDR,Broadview,Esterhazy
YEB,Bar River,Sault Ste. Marie
YEC,Yecheon,Mungyeong
YEG,Edmonton International Airport,Leduc
YEH,Yinchuan Helanshan Airport,Yinchuan
YEI,Yenisehir Airport,Hamzabey
YEM,East Manitoulin,Little Current
YEN,Estevan,Estevan
YEO,Yeovilton,Sherborne
YEQ,Yenkis,Wabag
YES,Yasouj,Yasuj
YET,Edson,Edson
YEY,Amos,Amos
YFC,Fredericton International Airport,Oromocto
YFE,Forestville,Forestville
YGC,Grande Cache,Grande Cache
YGG,Ganges Harbor,North Cowichan
YGJ,Miho Airport,Sakaiminato
YGP,Michel-Pouliot Gaspe Airport,Gaspe
YGR,Iles De La Madeleine,Souris
YHB,Hudson Bay,Hudson Bay
YHE,Hope,Hope
YHM,Hamilton Airport,Ancaster
YHT,Haines Junction,Haines Junction
YHZ,Halifax Stanfield International Airport,Cole Harbour
YIA,Yogyakarta International Airport,Srandakan
YIC,Yichun Mingyueshan Airport,Hutian
YIE,Arxan Yiershi Airport,Wenquan
YIH,Yichang Sanxia Airport,Yunchi
YIN,Yining Airport,Dadamtu
YIP,Willow Run Airport,Belleville
YIW,Yiwu Airport,Yiwu
YJA,Jasper Airport,Jasper Park Lodge
YJN,St Jean,Saint-Jean-sur-Richelieu
YJP,Jasper-hinton,Hinton
YJS,Samjiyon,Changbai
YJT,Stephenville,Stephenville
YKA,Kamloops Airport,Kamloops
YKC,Collins Bay,Kingston
YKD,Township Airport,Wingham
YKF,Region of Waterloo International Airport,Cambridge
YKH,Yingkou Lanqi Airport,Qingshiling
YKI,Kennosao Lake,Uuemoisa
YKM,Yakima Air Terminal,Yakima
YKN,Chan Gurney,Yankton
YKO,Hakkari–Yüksekova Airport,Yuksekova
YKS,Yakutsk Airport,Markha
YKX,Kirkland Lake,Kirkland Lake
YKY,Kindersley,Kindersley
YKZ,Buttonville Municipalcipal,Richmond Hill
YLA,Langara,Craig
YLB,Lac Biche,Lac La Biche
YLD,Chapleau,Thessalon
YLG,Yalgoo,Melville
YLI,Ylivieska,Ylivieska
YLK,Lake Simcoe Regional,Barrie
YLL,Lloydminster,Lloydminster
YLN,Yilan,Yinglan
YLO,Shilo,Carberry
YLQ,La Tuque,La Tuque
YLT,Alert,Upernavik
YLV,Yevlakh Airport,Yevlakh
YLW,Kelowna International Airport,Kelowna
YLY,Langley Regional,Langley
YMB,Merritt,Merritt
YME,Matane,Matane
YMF,Montagne Harbor,Point Roberts
YMI,Minaki,Warroad
YMJ,Moose Jaw / Air Vice Marshal C. M. Mcewen Airport,Moose Jaw
YMK,Mys-Kamenny,Mys-Kamennyy
YML,Charlevoix,La Malbaie
YMM,Fort McMurray International Airport,Fort McMurray
YMO,Moosonee,Iroquois Falls
YMS,Yurimaguas,Yurimaguas
YMT,Chibougamau Airport,Chibougamau
YMV,Mary River,Clyde River
YMW,Maniwaki,Maniwaki
YMX,Mirabel International Airport,Mirabel
YNB,Yanbu Airport,Yanbu` al Bahr
YNG,Youngstown,Howland Center
YNH,Hudson Hope,Chetwynd
YNI,Nitchequon,Fermont
YNS,Nemiscau Airport,Lebel-sur-Quevillon
YNT,Yantai Laishan International Airport,Laishan
YNY,Yangyang Airport,Sokcho
YNZ,Yancheng Nanyang International Airport,Yulong
YOC,Old Crow,Dawson City
YOD,Cold Lake,Cold Lake
YOE,Falher,Falher
YOK,Yokohama,Minami-rinkan
YOL,Yola Airport,Jimeta
YON,Yongphulla Airport,Trashigang
YOO,Oshawa,Oshawa
YOP,Rainbow Lake,High Level
YOT,Yotvata,Al Quwayrah
YOY,Valcartier,Newport
YPA,Glass Field,Prince Albert
YPD,Parry Sound,Parry Sound
YPE,Peace River,Peace River
YPG,Portage La Prairie,Portage la Prairie
YPP,Pine Point,Hay River
YPQ,Peterborough,Peterborough
YPT,Pender Harbor,Sechelt
YPW,Powell River,Powell River
YPZ,Burns Lake,Burns Lake
YQA,Muskoka,Bracebridge
YQB,Quebec City Jean Lesage International Airport,L'Ancienne-Lorette
YQD,Clearwater,The Pas
YQE,Kimberley,Kimberley
YQF,Red Deer Regional Airport,Penhold
YQG,Windsor International Airport,Windsor
YQH,Watson Lake,Watson Lake
YQI,Yarmouth,Yarmouth
YQK,Kenora Airport,Baudette
YQL,Lethbridge Airport,Lethbridge
YQM,Greater Moncton International Airport,Dieppe
YQQ,Comox Airport,Courtenay
YQR,Regina International Airport,Regina
YQS,Pembroke Area Municipalcipal,St. Thomas
YQU,Grande Prairie Airport,Grande Prairie
YQV,Yorkton,Yorkton
YQW,North Battleford,North Battleford
YQX,Gander International Airport,Gambo
YQY,Sydney Airport,Glace Bay
YQZ,Quesnel Airport,Quesnel
YRC,Refuge Cove SPB,Saguenay
YRD,Dean River,Houston
YRI,Riviere Du Loup,Riviere-du-Loup
YRJ,Roberval,Roberval
YRM,Rocky Mountain House,Rocky Mountain House
YRO,Rockcliffe St,Gatineau
YRQ,Trois-Rivieres,Sainte-Catherine
YRV,Revelstoke,Revelstoke
YSA,Sable Island,Port Hawkesbury
YSB,Sudbury Airport,Greater Sudbury
YSC,Sherbrooke,Sherbrooke
YSD,Suffield,Bow Island
YSH,Smith Falls,Smiths Falls
YSJ,Saint John Airport,Saint John
YSL,St Leonard,Saint-Leonard
YSM,Fort Smith Airport,Fort Smith
YSN,Salmon Arm,Salmon Arm
YSQ,Spring Island,Sandwick
YSS,Slate Island,Mascot
YSU,Summerside,Corner Brook
YTC,Sturdee Valley Airport,Sturdee
YTF,Alma,Alma
YTG,Sullivan Bay,Campbell River
YTJ,Terrace Bay,Marathon
YTM,La Macaza,Riviere-Rouge
YTP,Seaplane Base,Ucluelet
YTR,Trenton,Quinte West
YTS,Timmins Victor M. Power Airport,Timmins
YTT,Tisdale,Tisdale
YTU,Tasu,Port Alberni
YTX,Telegraph Creek,Wrangell
YTY,Yangzhou Taizhou Airport,Dinggou
YTZ,Toronto City Centre Airport,Toronto
YUA,Yuanmou,Yuanmou
YUB,Tuktoyaktuk,Inuvik
YUE,Yuendumu,Alice Springs
YUL,Montreal-Pierre Elliott Trudeau International Airport,Dorval
YUM,Yuma International Airport,Yuma
YUY,Rouyn-Noranda Airport,Rouyn-Noranda
YVA,Iconi,Oussivo
YVB,Bonaventure,Bonaventure
YVD,Yeva,Wau
YVE,Vernon Regional Airport,Vernon
YVG,Vermilion,Vermilion
YVO,Val-d'Or Airport,Val-d'Or
YVR,Vancouver International Airport,Richmond
YVT,Buffalo Narrows,Meadow Lake
YVV,Wiarton/Keppel Airport,Owen Sound
YWF,Downtown Waterfront Heliport,Halifax
YWG,Winnipeg James Armstrong Richardson International Airport,Winnipeg
YWH,Victoria Inner Harbour Airport,Victoria
YWN,Winisk,Hearst
YWO,Lupin,Kugluktuk
YWP,Webequie,Greenstone
YWQ,Chute-Des-Passes,Pont Rouge
YXC,Canadian Rockies International Airport,Cranbrook
YXD,Edmonton City Centre (Blatchford Field) Airport,Edmonton
YXE,Saskatoon International Airport,Saskatoon
YXH,Medicine Hat Regional Airport,Medicine Hat
YXI,Killaloe,Petawawa
YXK,Rimouski,Rimouski
YXL,Sioux Lookout Airport,Dryden
YXP,Pangnirtung Airport,Pangnirtung
YXQ,Beaver Creek,Tok
YXR,Earlton,Englehart
YXS,Prince George Airport,Prince George
YXU,London International Airport,Dorchester
YXX,Abbotsford Airport,Sumas
YXZ,Wawa Airport,Hornepayne
YYA,Big Bay Yacht Club,Whistler
YYB,Jack Garland Airport,North Bay
YYC,Calgary International Airport,Calgary
YYD,Smithers Airport,Smithers
YYE,Northern Rockies Regional Airport,Fort Nelson
YYF,Penticton Airport,Penticton
YYG,Charlottetown Airport,Charlottetown
YYH,Taloyoak,Gjoa Haven
YYI,Rivers,Rivers
YYJ,Victoria International Airport,North Saanich
YYM,Cowley,Pincher Creek
YYN,Swift Current,Swift Current
YYR,Goose Bay Airport,Happy Valley-Goose Bay
YYT,St. John's International Airport,Torbay
YYW,Armstrong,Thunder Bay
YYY,Mont Joli Airport,Mont-Joli
YYZ,Pearson International Airport,Etobicoke
YZA,Ashcroft,Ashcroft
YZC,Beatton River,Fort St. John
YZE,Gore Bay,Elliot Lake
YZF,Yellowknife Airport,Yellowknife
YZG,Salluit,Iqaluit
YZH,Slave Lake,Slave Lake
YZM,Buchans,Deer Lake
YZR,Sarnia Airport,Sarnia
YZS,Coral Harbour Airport,Rankin Inlet
YZU,Whitecourt,Whitecourt
YZV,Sept-Iles Airport,Sept-Iles
YZY,Zhangye Ganzhou Airport,Dongle
YZZ,Trail Regional Airport,Fruitvale
ZAA,Alice Arm,Terrace
ZAD,Zadar Airport,Galovac
ZAG,Zagreb International Airport,Micevec
ZAH,Zahedan Airport,Zahedan
ZAJ,Zaranj,Zaranj
ZAL,Pichoy Airport,Valdivia
ZAM,Zamboanga International Airport,Zamboanga
ZAO,Laberandie,Cahors
ZAR,Zaria,Zaria
ZAT,Zhaotong Airport,Zhaotong
ZAZ,Zaragoza Airport,Utebo
ZBE,Dolni Benesov,Zabreh
ZBF,Bathurst Airport,Bathurst
ZBK,Zabljak,Zabljak
ZBL,Biloela,Biloela
ZBM,Bromont,Granby
ZBO,Bowen,Bowen
ZBR,Chah-Bahar Airport,Konarak
ZBY,Sayaboury,Sainyabuli
ZCL,La Calera Airport,Zacatecas
ZCO,Temuco Airport,Temuco
ZEC,Secunda,Deneysville
ZEG,Senggo,Eci
ZEM,East Main,Matagami
ZEN,Zenag,Bulolo
ZER,Zero,Ziro
ZFA,Faro,Whitehorse
ZFD,Fond-du-Lac Airport,Fond du Lac
ZFM,Fort Mcpherson,Fort McPherson
ZFN,Tulita,Norman Wells
ZFU,Aruja,Aruja
ZFW,Fairview,Fairview
ZGF,Grand Forks,Grand Forks
ZGL,South Galway,Innamincka
ZGM,Ngoma,Namwala
ZGR,Little Grand Rapids,Lac du Bonnet
ZGU,Gaua,Sola
ZGY,Kuching Port,Gurun
ZHA,Zhanjiang Airport,Haitou
ZHI,Grenchen,Grenchen
ZHM,Shamshernagar,Kailashahar
ZHP,High Prairie,High Prairie
ZIA,Zhukovsky International Airport,Zhukovskiy
ZIC,Victoria,Victoria
ZIE,Harbour (Eolie Island),Santa Marina Salina
ZIG,Ziguinchor,Ziguinchor
ZIH,Ixtapa/Zihuatanejo Internacional Airport,Colonia Aeropuerto
ZIP,Harbour (Eolie Island),Emtmannsberg
ZIS,Alzintan Airport,Az Zintan
ZIX,Zhigansk Airport,Zhigansk
ZIZ,Zamzama,Johi
ZJG,Jenpeg,Thompson
ZJN,Swan River,Swan River
ZJT,Tanjung Pelepas Port,Pekan Nenas
ZKB,Kasaba Bay,Mpulungu
ZKE,Kaschechewan,Kapuskasing
ZKG,Kegaska,Havre-Saint-Pierre
ZKL,Steenkool,Bintuni
ZKM,Sette Cama,Gamba
ZKP,Zyryanka Airport,Zyryanka
